p_end,e_end,log_likelihood,delta_log_likelihood
0.6486666666666667,0.53125,-49129.1786285393,256.08925913665735
0.6486666666666667,0.5375000000000001,-49145.70975718494,272.6203877822918
0.6486666666666667,0.54375,-49162.70754920141,289.6181797987665
0.6486666666666667,0.55,-49180.168013657996,307.0786442553508
0.6486666666666667,0.55625,-49198.08725057784,324.99788117519347
0.6486666666666667,0.5625,-49216.461448386726,343.3720789840809
0.6486666666666667,0.5687500000000001,-49235.28688145697,362.1975120543211
0.6486666666666667,0.575,-49254.55990774214,381.4705383394976
0.6486666666666667,0.58125,-49274.2769664986,401.1875970959518
0.6486666666666667,0.5875,-49294.43457608973,421.3452066870814
0.6486666666666667,0.59375,-49315.02933186961,441.9399624669677
0.6486666666666667,0.6000000000000001,-49336.057904142304,462.96853473965893
0.6486666666666667,0.60625,-49357.51703619362,484.4276667909726
0.6486666666666667,0.6125,-49379.40354239229,506.31417298964516
0.6486666666666667,0.61875,-49401.71430635746,528.6249369548168
0.6486666666666667,0.625,-49424.4462791898,551.3569097871514
0.6486666666666667,0.6312500000000001,-49447.59647776353,574.5071083608855
0.6486666666666667,0.6375,-49471.16198307677,598.0726136741214
0.6486666666666667,0.64375,-49495.139938657885,622.0505692552397
0.6486666666666667,0.65,-49519.527549025515,646.4381796228699
0.6486666666666667,0.65625,-49544.322078200006,671.2327087973608
0.6486666666666667,0.6625000000000001,-49569.520848264394,696.4314788617485
0.6486666666666667,0.66875,-49595.12123797265,722.031868570004
0.6486666666666667,0.675,-49621.12068140361,748.0313120009669
0.6486666666666667,0.68125,-49647.516666658565,774.4272972559193
0.6486666666666667,0.6875,-49674.30673460096,801.2173651983176
0.6486666666666667,0.6937500000000001,-49701.48847763648,828.3991082338325
0.6486666666666667,0.7,-49729.059538531925,855.9701691292794
0.6486666666666667,0.70625,-49757.01760927159,883.9282398689465
0.6486666666666667,0.7125000000000001,-49785.36042994948,912.271060546831
0.6486666666666667,0.71875,-49814.08578769612,940.9964182934782
0.6486666666666667,0.7250000000000001,-49843.19151563883,970.1021462361823
0.6486666666666667,0.73125,-49872.675491893824,999.5861224911787
0.6486666666666667,0.7375,-49902.53563858943,1029.4462691867811
0.6486666666666667,0.7437500000000001,-49932.769920918836,1059.6805515161905
0.6486666666666667,0.75,-49963.37634622179,1090.286976819145
0.6486666666666667,0.7562500000000001,-49994.352963093705,1121.2635936910592
0.6486666666666667,0.7625,-50025.697860521526,1152.608491118881
0.6486666666666667,0.76875,-50057.40916704532,1184.3197976426745
0.6486666666666667,0.7750000000000001,-50089.485049944604,1216.3956805419584
0.6486666666666667,0.78125,-50121.92371444868,1248.834345046038
0.6486666666666667,0.7875000000000001,-50154.72340297007,1281.634033567425
0.6486666666666667,0.79375,-50187.88239436012,1314.793024957471
0.6486666666666667,0.8,-50221.39900318634,1348.3096337836978
0.6486666666666667,0.8062500000000001,-50255.27157903045,1382.1822096278047
0.6486666666666667,0.8125,-50289.49850580651,1416.4091364038613
0.6486666666666667,0.8187500000000001,-50324.07820109851,1450.9888316958677
0.6486666666666667,0.825,-50359.00911551676,1485.9197461141157
0.6486666666666667,0.83125,-50394.28973207241,1521.2003626697624
0.6486666666666667,0.8375000000000001,-50429.91856556953,1556.8291961668874
0.6486666666666667,0.84375,-50465.894162014185,1592.8047926115396
0.6486666666666667,0.8500000000000001,-50502.215098039975,1629.1257286373293
0.6486666666666667,0.85625,-50538.87998034942,1665.790610946773
0.6486666666666667,0.8625,-50575.88744517082,1702.7980757681726
0.6486666666666667,0.8687500000000001,-50613.23615772994,1740.1467883272926
0.6486666666666667,0.875,-50650.924811736215,1777.8354423335695
0.6486666666666667,0.8812500000000001,-50688.9521288829,1815.8627594802529
0.6486666666666667,0.8875,-50727.31685836076,1854.2274889581167
0.6486666666666667,0.89375,-50766.01777638492,1892.9284069822752
0.6486666666666667,0.9000000000000001,-50805.053685734456,1931.9643163318106
0.6486666666666667,0.90625,-50844.423415304234,1971.334045901589
0.6486666666666667,0.9125000000000001,-50884.12581966885,2011.036450266205
0.6486666666666667,0.91875,-50924.1597786581,2051.0704092554515
0.6486666666666667,0.925,-50964.52419694368,2091.4348275410375
0.6486666666666667,0.9312500000000001,-51005.21800363691,2132.1286342342646
0.6486666666666667,0.9375,-51046.24015189694,2173.1507824942964
0.6486666666666667,0.9437500000000001,-51087.58961854939,2214.500249146746
0.6486666666666667,0.95,-51129.26540371482,2256.1760343121714
0.65175,0.2,-49084.52362217543,211.43425277278584
0.65175,0.20625000000000002,-49066.263313576776,193.17394417413016
0.65175,0.21250000000000002,-49048.94549592151,175.85612651886186
0.65175,0.21875,-49032.55142968123,159.46206027858716
0.65175,0.225,-49017.06309755084,143.9737281481939
0.65175,0.23125,-49002.46316582424,129.37379642159794
0.65175,0.23750000000000002,-48988.734948438476,115.64557903583045
0.65175,0.24375000000000002,-48975.862373461365,102.77300405871938
0.65175,0.25,-48963.82995182056,90.740582417915
0.65175,0.25625000000000003,-48952.62274809105,79.53337868840754
0.65175,0.2625,-48942.22635317593,69.13698377328546
0.65175,0.26875000000000004,-48932.626858730764,59.53748932811868
0.65175,0.275,-48923.81083319595,50.72146379330661
0.65175,0.28125,-48915.76529931357,42.67592991092533
0.65175,0.28750000000000003,-48908.47771301675,35.38834361410409
0.65175,0.29375,-48901.93594358911,28.84657418646384
0.65175,0.30000000000000004,-48896.1282550012,23.038885598551133
0.65175,0.30625,-48891.04328833871,17.953918936065747
0.65175,0.3125,-48886.67004524439,13.580675841745688
0.65175,0.31875000000000003,-48882.99787230243,9.908502899786981
0.65175,0.325,-48880.01644629979,6.927076897147344
0.65175,0.33125000000000004,-48877.715760304316,4.626390901670675
0.65175,0.3375,-48876.0861105044,2.9967411017569248
0.65175,0.34375,-48875.118083759444,2.028714356798446
0.65175,0.35000000000000003,-48874.80254581402,1.7131764113728423
0.65175,0.35625,-48875.130630132764,2.0412607301186654
0.65175,0.36250000000000004,-48876.09372731602,3.004357913378044
0.65175,0.36875,-48877.68347505924,4.594105656593456
0.65175,0.375,-48879.8917486221,6.802379219458089
0.65175,0.38125000000000003,-48882.71065177598,9.621282373336726
0.65175,0.3875,-48886.13250819994,13.043138797293068
0.65175,0.39375000000000004,-48890.14985329872,17.060483896071673
0.65175,0.4,-48894.75542641694,21.666057014292164
0.65175,0.40625,-48899.94216342644,26.852794023798197
0.65175,0.41250000000000003,-48905.703189664775,32.61382026212959
0.65175,0.41875,-48912.03181320452,38.942443801875925
0.65175,0.42500000000000004,-48918.921518434596,45.832149031950394
0.65175,0.43125,-48926.365959935894,53.276590533248964
0.65175,0.4375,-48934.35895663471,61.269587232061895
0.65175,0.44375000000000003,-48942.894486218625,69.80511681598
0.65175,0.45,-48951.96667980049,78.87731039784558
0.65175,0.45625000000000004,-48961.569816817035,88.48044741438935
0.65175,0.4625,-48971.698320149495,98.60895074684959
0.65175,0.46875,-48982.346751454534,109.25738205188827
0.65175,0.47500000000000003,-48993.5098066943,120.42043729165744
0.65175,0.48125,-49005.182311855446,132.09294245280034
0.65175,0.48750000000000004,-49017.35921884711,144.26984944446303
0.65175,0.49375,-49030.035601568976,156.94623216633045
0.65175,0.5,-49043.206652140696,170.11728273805056
0.65175,0.5062500000000001,-49056.86767728461,183.77830788196297
0.65175,0.5125,-49071.014094854196,197.92472545155033
0.65175,0.51875,-49085.64143050115,212.55206109850405
0.65175,0.525,-49100.745314474174,227.65594507152855
0.65175,0.53125,-49116.32147854336,243.23210914071387
0.65175,0.5375000000000001,-49132.365753044025,259.27638364137965
0.65175,0.54375,-49148.874064034375,275.7846946317295
0.65175,0.55,-49165.84243056172,292.75306115907733
0.65175,0.55625,-49183.266962032125,310.1775926294795
0.65175,0.5625,-49201.143855678776,328.0544862761308
0.65175,0.5687500000000001,-49219.469394124564,346.38002472191874
0.65175,0.575,-49238.2399430346,365.1505736319523
0.65175,0.58125,-49257.45194885471,384.3625794520631
0.65175,0.5875,-49277.10193663185,404.01256722920516
0.65175,0.59375,-49297.186507913255,424.0971385106095
0.65175,0.6000000000000001,-49317.70233872035,444.6129693177063
0.65175,0.60625,-49338.646177594754,465.5568081921083
0.65175,0.6125,-49360.01484371271,486.92547431006824
0.65175,0.61875,-49381.80522506557,508.71585566292197
0.65175,0.625,-49404.01427670302,530.9249073003739
0.65175,0.6312500000000001,-49426.6390190369,553.549649634253
0.65175,0.6375,-49449.67653620272,576.5871668000764
0.65175,0.64375,-49473.123974476744,600.0346050740991
0.65175,0.65,-49496.97854074616,623.889171343515
0.65175,0.65625,-49521.237501030424,648.1481316277786
0.65175,0.6625000000000001,-49545.898179051466,672.8088096488209
0.65175,0.66875,-49570.95795485102,697.8685854483774
0.65175,0.675,-49596.414263453014,723.324894050369
0.65175,0.68125,-49622.26459356943,749.1752241667855
0.65175,0.6875,-49648.50648634781,775.4171169451656
0.65175,0.6937500000000001,-49675.13753415884,802.0481647561974
0.65175,0.7,-49702.1553794225,829.0660100198511
0.65175,0.70625,-49729.557713471164,856.4683440685185
0.65175,0.7125000000000001,-49757.34227544856,884.2529060459128
0.65175,0.71875,-49785.50685124284,912.4174818401953
0.65175,0.7250000000000001,-49814.049272452816,940.9599030501704
0.65175,0.73125,-49842.96741538594,969.8780459832924
0.65175,0.7375,-49872.25920008696,999.1698306843173
0.65175,0.7437500000000001,-49901.92258939611,1028.8332199934666
0.65175,0.75,-49931.955588035744,1058.8662186330985
0.65175,0.7562500000000001,-49962.35624172432,1089.2668723216775
0.65175,0.7625,-49993.12263631699,1120.0332669143463
0.65175,0.76875,-50024.25289697154,1151.1635275688968
0.65175,0.7750000000000001,-50055.74518733907,1182.655817936422
0.65175,0.78125,-50087.597708778325,1214.5083393756795
0.65175,0.7875000000000001,-50119.80869959302,1246.7193301903753
0.65175,0.79375,-50152.37643429128,1279.287064888631
0.65175,0.8,-50185.29922286641,1312.2098534637626
0.65175,0.8062500000000001,-50218.57541009841,1345.4860406957669
0.65175,0.8125,-50252.20337487536,1379.1140054727148
0.65175,0.8187500000000001,-50286.18152953411,1413.0921601314622
0.65175,0.825,-50320.50831921963,1447.4189498169872
0.65175,0.83125,-50355.182221262374,1482.0928518597284
0.65175,0.8375000000000001,-50390.20174457305,1517.1123751704072
0.65175,0.84375,-50425.56542905432,1552.4760596516717
0.65175,0.8500000000000001,-50461.27184502868,1588.182475626032
0.65175,0.85625,-50497.31959268234,1624.2302232796937
0.65175,0.8625,-50533.70730152418,1660.6179321215313
0.65175,0.8687500000000001,-50570.433629859624,1697.344260456979
0.65175,0.875,-50607.497264278834,1734.407894876189
0.65175,0.8812500000000001,-50644.896919158775,1771.8075497561294
0.65175,0.8875,-50682.63133617868,1809.5419667760361
0.65175,0.89375,-50720.699283848706,1847.6099144460604
0.65175,0.9000000000000001,-50759.099557051,1886.0101876483532
0.65175,0.90625,-50797.83097659322,1924.7416071905755
0.65175,0.9125000000000001,-50836.89238877387,1963.8030193712257
0.65175,0.91875,-50876.282664959064,2003.193295556419
0.65175,0.925,-50916.000701170604,2042.9113317679585
0.65175,0.9312500000000001,-50956.045417684836,2082.9560482821907
0.65175,0.9375,-50996.41575864205,2123.3263892394025
0.65175,0.9437500000000001,-51037.11069166605,2164.0213222634047
0.65175,0.95,-51078.12920749374,2205.039838091092
0.6548333333333334,0.2,-49093.28466414394,220.19529474129376
0.6548333333333334,0.20625000000000002,-49074.72405389104,201.63468448839558
0.6548333333333334,0.21250000000000002,-49057.10055297397,184.0111835713251
0.6548333333333334,0.21875,-49040.39557149951,167.30620209686458
0.6548333333333334,0.225,-49024.591233319385,151.50186391673924
0.6548333333333334,0.23125,-49009.67033799481,136.58096859216312
0.6548333333333334,0.23750000000000002,-48995.6163253794,122.52695597675483
0.6548333333333334,0.24375000000000002,-48982.41324260062,109.32387319797272
0.6548333333333334,0.25,-48970.04571324194,96.95634383929428
0.6548333333333334,0.25625000000000003,-48958.49890854664,85.40953914399142
0.6548333333333334,0.2625,-48947.758520481795,74.66915107914974
0.6548333333333334,0.26875000000000004,-48937.810736515676,64.72136711303028
0.6548333333333334,0.275,-48928.64221597575,55.552846573104034
0.6548333333333334,0.28125,-48920.240067866456,47.15069846381084
0.6548333333333334,0.28750000000000003,-48912.591830036734,39.50246063408849
0.6548333333333334,0.29375,-48905.68544959703,32.59608019438747
0.6548333333333334,0.30000000000000004,-48899.50926449459,26.419895091945364
0.6548333333333334,0.30625,-48894.051986163075,20.962616760429228
0.6548333333333334,0.3125,-48889.30268317035,16.213313767701038
0.6548333333333334,0.31875000000000003,-48885.2507657942,12.161396391551534
0.6548333333333334,0.325,-48881.8859714617,8.79660205905384
0.6548333333333334,0.33125000000000004,-48879.198350993254,6.108981590608892
0.6548333333333334,0.3375,-48877.17825559701,4.08888619436766
0.6548333333333334,0.34375,-48875.816324563646,2.72695516100066
0.6548333333333334,0.35000000000000003,-48875.10347361548,2.0141042128379922
0.6548333333333334,0.35625,-48875.030883867505,1.9415144648592104
0.6548333333333334,0.36250000000000004,-48875.589991360976,2.500621958330157
0.6548333333333334,0.36875,-48876.772477133396,3.683107730750635
0.6548333333333334,0.375,-48878.57025779132,5.480888388672611
0.6548333333333334,0.38125000000000003,-48880.975476554806,7.886107152160548
0.6548333333333334,0.3875,-48883.98049474483,10.891125342182931
0.6548333333333334,0.39375000000000004,-48887.57788368681,14.48851428416674
0.6548333333333334,0.4,-48891.7604170055,18.671047602852923
0.6548333333333334,0.40625,-48896.521063288,23.431693885351706
0.6548333333333334,0.41250000000000003,-48901.85297909363,28.763609690984595
0.6548333333333334,0.41875,-48907.74950229048,34.66013288783142
0.6548333333333334,0.42500000000000004,-48914.204145700016,41.114776297370554
0.6548333333333334,0.43125,-48921.210591032475,48.12122162982996
0.6548333333333334,0.4375,-48928.76268309666,55.67331369401654
0.6548333333333334,0.44375000000000003,-48936.8544242691,63.76505486645328
0.6548333333333334,0.45,-48945.47996920831,72.39059980566526
0.6548333333333334,0.45625000000000004,-48954.633619800996,81.54425039835041
0.6548333333333334,0.4625,-48964.309820327624,91.22045092497865
0.6548333333333334,0.46875,-48974.503152835954,101.41378343330871
0.6548333333333334,0.47500000000000003,-48985.20833271147,112.11896330882155
0.6548333333333334,0.48125,-48996.42020443445,123.33083503180387
0.6548333333333334,0.48750000000000004,-49008.133737514334,135.04436811168853
0.6548333333333334,0.49375,-49020.344022592,147.25465318935312
0.6548333333333334,0.5,-49033.04626770184,159.95689829919138
0.6548333333333334,0.5062500000000001,-49046.235794685344,173.14642528269906
0.6548333333333334,0.5125,-49059.90803574903,186.81866634638573
0.6548333333333334,0.51875,-49074.0585301593,200.9691607566565
0.6548333333333334,0.525,-49088.68292106784,215.59355166519526
0.6548333333333334,0.53125,-49103.776952461194,230.68758305854863
0.6548333333333334,0.5375000000000001,-49119.336466228604,246.24709682595858
0.6548333333333334,0.54375,-49135.357399342494,262.26802993984893
0.6548333333333334,0.55,-49151.83578114642,278.74641174377757
0.6548333333333334,0.55625,-49168.76773074543,295.6783613427833
0.6548333333333334,0.5625,-49186.14945449415,313.06008509150706
0.6548333333333334,0.5687500000000001,-49203.97724357818,330.8878741755325
0.6548333333333334,0.575,-49222.2474716845,349.1581022818573
0.6548333333333334,0.58125,-49240.95659275702,367.8672233543766
0.6548333333333334,0.5875,-49260.101138833386,387.01176943074097
0.6548333333333334,0.59375,-49279.67771795958,406.58834855693567
0.6548333333333334,0.6000000000000001,-49299.68301217879,426.59364277614804
0.6548333333333334,0.60625,-49320.11377559147,447.02440618882247
0.6548333333333334,0.6125,-49340.966832483406,467.8774630807602
0.6548333333333334,0.61875,-49362.23907551903,489.14970611638273
0.6548333333333334,0.625,-49383.92746399714,510.8380945944955
0.6548333333333334,0.6312500000000001,-49406.0290221664,532.9396527637582
0.6548333333333334,0.6375,-49428.540837598244,555.4514681955989
0.6548333333333334,0.64375,-49451.460059614634,578.3706902119884
0.6548333333333334,0.65,-49474.783897768706,601.6945283660607
0.6548333333333334,0.65625,-49498.509620375866,625.4202509732204
0.6548333333333334,0.6625000000000001,-49522.63455309353,649.5451836908833
0.6548333333333334,0.66875,-49547.156077547406,674.0667081447609
0.6548333333333334,0.675,-49572.071630002625,698.9822605999798
0.6548333333333334,0.68125,-49597.37870007781,724.2893306751648
0.6548333333333334,0.6875,-49623.074829500576,749.9854600979306
0.6548333333333334,0.6937500000000001,-49649.157610902635,776.0682414999901
0.6548333333333334,0.7,-49675.624686653224,802.5353172505784
0.6548333333333334,0.70625,-49702.47374772926,829.3843783266129
0.6548333333333334,0.7125000000000001,-49729.702532620795,856.6131632181496
0.6548333333333334,0.71875,-49757.30882627063,884.2194568679843
0.6548333333333334,0.7250000000000001,-49785.29045904653,912.2010896438878
0.6548333333333334,0.73125,-49813.64530574515,940.5559363425054
0.6548333333333334,0.7375,-49842.37128462628,969.2819152236334
0.6548333333333334,0.7437500000000001,-49871.46635647635,998.3769870737015
0.6548333333333334,0.75,-49900.92852370024,1027.839154297595
0.6548333333333334,0.7562500000000001,-49930.75582944024,1057.6664600375952
0.6548333333333334,0.7625,-49960.94635672125,1087.8569873186061
0.6548333333333334,0.76875,-49991.49822762133,1118.4088582186814
0.6548333333333334,0.7750000000000001,-50022.40960246663,1149.3202330639833
0.6548333333333334,0.78125,-50053.67867904993,1180.5893096472864
0.6548333333333334,0.7875000000000001,-50085.30369187186,1212.2143224692118
0.6548333333333334,0.79375,-50117.28291140415,1244.193542001507
0.6548333333333334,0.8,-50149.61464337409,1276.5252739714415
0.6548333333333334,0.8062500000000001,-50182.29722806938,1309.207858666734
0.6548333333333334,0.8125,-50215.32903966296,1342.2396702603146
0.6548333333333334,0.8187500000000001,-50248.708485556825,1375.6191161541792
0.6548333333333334,0.825,-50282.434005744355,1409.3446363417097
0.6548333333333334,0.83125,-50316.504072190655,1443.41470278801
0.6548333333333334,0.8375000000000001,-50350.91718823005,1477.8278188274053
0.6548333333333334,0.84375,-50385.6718879804,1512.5825185777576
0.6548333333333334,0.8500000000000001,-50420.76673577358,1547.6773663709318
0.6548333333333334,0.85625,-50456.20032560161,1583.1109561989651
0.6548333333333334,0.8625,-50491.97128057808,1618.8819111754347
0.6548333333333334,0.8687500000000001,-50528.07825241407,1654.9888830114214
0.6548333333333334,0.875,-50564.51992090844,1691.4305515057931
0.6548333333333334,0.8812500000000001,-50601.29499345187,1728.2056240492238
0.6548333333333334,0.8875,-50638.402204544276,1765.3128351416308
0.6548333333333334,0.89375,-50675.84031532507,1802.7509459224239
0.6548333333333334,0.9000000000000001,-50713.608113116075,1840.51874371343
0.6548333333333334,0.90625,-50751.704410976556,1878.6150415739103
0.6548333333333334,0.9125000000000001,-50790.12804727003,1917.0386778673856
0.6548333333333334,0.91875,-50828.87788524253,1955.7885158398858
0.6548333333333334,0.925,-50867.95281261201,1994.8634432093677
0.6548333333333334,0.9312500000000001,-50907.3517411684,2034.2623717657552
0.6548333333333334,0.9375,-50947.07360638421,2073.984236981567
0.6548333333333334,0.9437500000000001,-50987.11736703529,2114.027997632642
0.6548333333333334,0.95,-51027.48200483133,2154.3926354286814
0.6579166666666667,0.2,-49102.252843164075,229.1634737614295
0.6579166666666667,0.20625000000000002,-49083.39410367045,210.30473426780372
0.6579166666666667,0.21250000000000002,-49065.4670768948,192.3777074921527
0.6579166666666667,0.21875,-49048.453323230264,175.3639538276184
0.6579166666666667,0.225,-49032.3351083349,159.2457389322517
0.6579166666666667,0.23125,-49017.09536568324,144.00599628059717
0.6579166666666667,0.23750000000000002,-49002.71766168662,129.6282922839746
0.6579166666666667,0.24375000000000002,-48989.186163167135,116.09679376448912
0.6579166666666667,0.25,-48976.48560699192,103.39623758927337
0.6579166666666667,0.25625000000000003,-48964.60127169265,91.51190229000349
0.6579166666666667,0.2625,-48953.518950911974,80.42958150932827
0.6579166666666667,0.26875000000000004,-48943.22492853354,70.13555913089658
0.6579166666666667,0.275,-48933.705955365396,60.61658596275083
0.6579166666666667,0.28125,-48924.949227258316,51.85985785567027
0.6579166666666667,0.28750000000000003,-48916.94236455135,43.85299514870712
0.6579166666666667,0.29375,-48909.67339274648,36.584023343835725
0.6579166666666667,0.30000000000000004,-48903.1307243225,30.04135491985653
0.6579166666666667,0.30625,-48897.30314160633,24.21377220368595
0.6579166666666667,0.3125,-48892.17978062654,19.09041122389317
0.6579166666666667,0.31875000000000003,-48887.75011588059,14.660746477944485
0.6579166666666667,0.325,-48884.003945952405,10.914576549759659
0.6579166666666667,0.33125000000000004,-48880.931379922484,7.842010519838368
0.6579166666666667,0.3375,-48878.522824517175,5.433455114529352
0.6579166666666667,0.34375,-48876.768971948106,3.6796025454605115
0.6579166666666667,0.35000000000000003,-48875.66078839639,2.5714189937425544
0.6579166666666667,0.35625,-48875.18950309995,2.100133697305864
0.6579166666666667,0.36250000000000004,-48875.346598005446,2.257228602800751
0.6579166666666667,0.36875,-48876.12379794896,3.0344285463143024
0.6579166666666667,0.375,-48877.51306133264,4.423691929994675
0.6579166666666667,0.38125000000000003,-48879.50657126657,6.417201863921946
0.6579166666666667,0.3875,-48882.096727147655,9.007357745009358
0.6579166666666667,0.39375000000000004,-48885.276136649074,12.186767246428644
0.6579166666666667,0.4,-48889.03760809591,15.948238693265012
0.6579166666666667,0.40625,-48893.37414320429,20.284773801642586
0.6579166666666667,0.41250000000000003,-48898.27893016266,25.18956076001632
0.6579166666666667,0.41875,-48903.745337035914,30.65596763326903
0.6579166666666667,0.42500000000000004,-48909.76690547349,36.6775360708416
0.6579166666666667,0.43125,-48916.337344704705,43.247975302059785
0.6579166666666667,0.4375,-48923.450525805216,50.36115640257049
0.6579166666666667,0.44375000000000003,-48931.10047621956,58.011106816913525
0.6579166666666667,0.45,-48939.28137452599,66.19200512334646
0.6579166666666667,0.45625000000000004,-48947.98754543037,74.89817602772382
0.6579166666666667,0.4625,-48957.213454977,84.12408557435265
0.6579166666666667,0.46875,-48966.95370596487,93.86433656222653
0.6579166666666667,0.47500000000000003,-48977.203033558646,104.1136641560006
0.6579166666666667,0.48125,-48987.95630108409,114.8669316814412
0.6579166666666667,0.48750000000000004,-48999.208495998784,126.11912659613881
0.6579166666666667,0.49375,-49010.954726029006,137.86535662636015
0.6579166666666667,0.5,-49023.19021546446,150.10084606181772
0.6579166666666667,0.5062500000000001,-49035.91030160306,162.82093220041133
0.6579166666666667,0.5125,-49049.11043133827,176.02106193562213
0.6579166666666667,0.51875,-49062.786157882096,189.69678847945033
0.6579166666666667,0.525,-49076.93313761717,203.84376821452315
0.6579166666666667,0.53125,-49091.54712707165,218.45775766900624
0.6579166666666667,0.5375000000000001,-49106.62398001122,233.53461060857808
0.6579166666666667,0.54375,-49122.15964464254,249.07027523989382
0.6579166666666667,0.55,-49138.150160923076,265.06079152043094
0.6579166666666667,0.55625,-49154.59165797227,281.5022885696235
0.6579166666666667,0.5625,-49171.48035157949,298.3909821768466
0.6579166666666667,0.5687500000000001,-49188.81254180438,315.7231724017329
0.6579166666666667,0.575,-49206.584610665195,333.4952412625498
0.6579166666666667,0.58125,-49224.793019911696,351.70365050905093
0.6579166666666667,0.5875,-49243.434308878306,370.3449394756608
0.6579166666666667,0.59375,-49262.50509241434,389.415723011698
0.6579166666666667,0.6000000000000001,-49282.00205888793,408.9126894852816
0.6579166666666667,0.60625,-49301.92196826023,428.8325988575816
0.6579166666666667,0.6125,-49322.26165022725,449.17228082460497
0.6579166666666667,0.61875,-49343.01800242618,469.9286330235336
0.6579166666666667,0.625,-49364.1879887035,491.09861930085754
0.6579166666666667,0.6312500000000001,-49385.76863744246,512.6792680398139
0.6579166666666667,0.6375,-49407.75703994729,534.6676705446444
0.6579166666666667,0.64375,-49430.15034888199,557.0609794793418
0.6579166666666667,0.65,-49452.94577676122,579.856407358573
0.6579166666666667,0.65625,-49476.14059449149,603.0512250888423
0.6579166666666667,0.6625000000000001,-49499.73212996035,626.6427605577046
0.6579166666666667,0.66875,-49523.71776667186,650.6283972692181
0.6579166666666667,0.675,-49548.094942426425,675.00557302378
0.6579166666666667,0.68125,-49572.86114804324,699.771778640592
0.6579166666666667,0.6875,-49598.013926123764,724.9245567211183
0.6579166666666667,0.6937500000000001,-49623.550869854545,750.4615004519001
0.6579166666666667,0.7,-49649.46962184798,776.3802524453349
0.6579166666666667,0.70625,-49675.76787301946,802.6785036168149
0.6579166666666667,0.7125000000000001,-49702.443361499645,829.3539920969997
0.6579166666666667,0.71875,-49729.493871580424,856.4045021777783
0.6579166666666667,0.7250000000000001,-49756.917232693435,883.8278632907895
0.6579166666666667,0.73125,-49784.71131841981,911.6219490171643
0.6579166666666667,0.7375,-49812.874045530174,939.7846761275287
0.6579166666666667,0.7437500000000001,-49841.40337305356,968.314003650914
0.6579166666666667,0.75,-49870.29730137439,997.207931971745
0.6579166666666667,0.7562500000000001,-49899.553871356504,1026.4645019538584
0.6579166666666667,0.7625,-49929.17116349308,1056.081794090438
0.6579166666666667,0.76875,-49959.147297081814,1086.0579276791686
0.6579166666666667,0.7750000000000001,-49989.480429424206,1116.3910600215604
0.6579166666666667,0.78125,-50020.16875504827,1147.079385645622
0.6579166666666667,0.7875000000000001,-50051.21050495385,1178.121135551206
0.6579166666666667,0.79375,-50082.60394587973,1209.514576477086
0.6579166666666667,0.8,-50114.34737959165,1241.2580101890053
0.6579166666666667,0.8062500000000001,-50146.43914219088,1273.349772788235
0.6579166666666667,0.8125,-50178.87760344226,1305.7882340396172
0.6579166666666667,0.8187500000000001,-50211.661166121354,1338.5717967187084
0.6579166666666667,0.825,-50244.78826537984,1371.6988959771916
0.6579166666666667,0.83125,-50278.25736812877,1405.1679987261232
0.6579166666666667,0.8375000000000001,-50312.06697243893,1438.9776030362846
0.6579166666666667,0.84375,-50346.21560695786,1473.1262375552178
0.6579166666666667,0.8500000000000001,-50380.70183034286,1507.6124609402177
0.6579166666666667,0.85625,-50415.52423070966,1542.4348613070179
0.6579166666666667,0.8625,-50450.68142509607,1577.5920556934216
0.6579166666666667,0.8687500000000001,-50486.17205894025,1613.0826895376013
0.6579166666666667,0.875,-50521.99480557309,1648.9054361704475
0.6579166666666667,0.8812500000000001,-50558.14836572427,1685.0589963216262
0.6579166666666667,0.8875,-50594.631467041574,1721.5420976389287
0.6579166666666667,0.89375,-50631.44286362306,1758.3534942204133
0.6579166666666667,0.9000000000000001,-50668.58133556164,1795.4919661589956
0.6579166666666667,0.90625,-50706.0456885018,1832.956319099154
0.6579166666666667,0.9125000000000001,-50743.83475320798,1870.7453838053334
0.6579166666666667,0.91875,-50781.947385144296,1908.858015741651
0.6579166666666667,0.925,-50820.38246406533,1947.2930946626875
0.6579166666666667,0.9312500000000001,-50859.13889361755,1986.0495242149045
0.6579166666666667,0.9375,-50898.21560095111,2025.1262315484637
0.6579166666666667,0.9437500000000001,-50937.61153634181,2064.5221669391613
0.6579166666666667,0.95,-50977.325672822684,2104.236303420039
0.661,0.2,-49111.42954864516,238.34017924251384
0.661,0.20625000000000002,-49092.27487275274,219.18550335009786
0.661,0.21250000000000002,-49074.04649770037,200.95712829772674
0.661,0.21875,-49056.726134814875,183.63676541222958
0.661,0.225,-49040.29619220683,167.2068228041826
0.661,0.23125,-49024.739737907395,151.65036850475008
0.661,0.23750000000000002,-49010.040465524464,136.9510961218184
0.661,0.24375000000000002,-48996.1826622079,123.09329280525708
0.661,0.25,-48983.15117873499,110.06180933234282
0.661,0.25625000000000003,-48970.931401544694,97.84203214204899
0.661,0.2625,-48959.509226566064,86.41985716341878
0.661,0.26875000000000004,-48948.87103470029,75.78166529764712
0.661,0.275,-48939.00366882913,65.91429942648392
0.661,0.28125,-48929.894412233516,56.80504283087066
0.661,0.28750000000000003,-48921.53096831712,48.441598914476344
0.661,0.29375,-48913.90144153827,40.812072135624476
0.661,0.30000000000000004,-48906.994319462625,33.904950059979456
