p_start,p_end,e_start,e_end,override_path_rmse,override_path_max_abs,delta_p,delta_e,trajectory_trend_pattern
0.6,0.591607105401571,0.9,0.2816602192088781,0.00048334221903161624,0.0012637752567520172,-0.008392894598428957,-0.618339780791122,disengagement_only
0.6,0.8847687541499697,0.9,0.9195154244190904,0.0004868032910869711,0.001235010201917297,0.2847687541499697,0.019515424419090377,improvement_only
0.6,0.8749404972656852,0.9,0.8803303357171086,0.0004902721661969021,0.001268875175870876,0.27494049726568526,-0.019669664282891408,improvement_only
0.6,0.8801482389220248,0.9,0.9064812892121036,0.0004963716517914126,0.0006274822946535641,0.2801482389220248,0.006481289212103558,improvement_only
0.6,0.5913459302640973,0.9,0.2813728968078271,0.0004967711681885731,0.0012973454561926168,-0.008654069735902659,-0.6186271031921728,disengagement_only
0.6,0.6100466064351673,0.9,0.30170781783897904,0.0005004618934090582,0.0007734693803349568,0.010046606435167305,-0.598292182161021,disengagement_only
0.6,0.8818678268882385,0.9,0.913399493415893,0.0005022546302469493,0.0006937761734492065,0.2818678268882385,0.013399493415892971,improvement_only
0.6,0.602414686019794,0.9,0.2913541958599183,0.0005046606496092146,0.0006444013189148556,0.002414686019793999,-0.6086458041400817,disengagement_only
0.6,0.6103290570377454,0.9,0.3032827909098794,0.0005049432017082408,0.0011591716917526695,0.010329057037745448,-0.5967172090901206,disengagement_only
0.6,0.5898033929434324,0.9,0.28141542327233626,0.0005098934016161331,0.0009808895074865515,-0.010196607056567553,-0.6185845767276638,disengagement_only
0.6,0.8846487999996046,0.9,0.9222036026219353,0.0005149156186765855,0.0009138594287910196,0.2846487999996046,0.022203602621935326,improvement_only
0.6,0.6109579723991463,0.9,0.30392739342522274,0.0005331494487068553,0.0012076445013659565,0.01095797239914631,-0.5960726065747772,disengagement_only
0.6,0.8756358294263006,0.9,0.8861430201764199,0.0005491459980287214,0.0014045394015035906,0.2756358294263006,-0.01385697982358014,improvement_only
0.6,0.8742071814972764,0.9,0.8753538773674697,0.0005502457469377074,0.0012328007686137343,0.2742071814972764,-0.0246461226325303,improvement_only
0.6,0.5932659012613775,0.9,0.2873325211092673,0.0005530867090269701,0.0007628414705873332,-0.006734098738622518,-0.6126674788907327,disengagement_only
0.6,0.8752249689117765,0.9,0.8765175483249419,0.000557247493203476,0.0007976758597087741,0.2752249689117765,-0.023482451675058136,improvement_only
0.6,0.8760297543310624,0.9,0.8788098738751629,0.0005572986601687453,0.0008103127476441763,0.27602975433106247,-0.021190126124837172,improvement_only
0.6,0.8852171408601787,0.9,0.9243862972572008,0.0005622062136860578,0.0010835455232299923,0.2852171408601787,0.024386297257200762,improvement_only
0.6,0.6033651890302865,0.9,0.29206671308131776,0.0005638422868248856,0.0007126967410108487,0.003365189030286486,-0.6079332869186822,disengagement_only
0.6,0.6065860148548198,0.9,0.295883952207766,0.0005712244009776092,0.0007772590320513362,0.006586014854819799,-0.604116047792234,disengagement_only
0.6,0.880643615901488,0.9,0.909423888420051,0.0005720273963548673,0.0007307722369424285,0.280643615901488,0.00942388842005093,improvement_only
0.6,0.8768076918363024,0.9,0.8925096072048456,0.0005794625144606697,0.001290319070936491,0.2768076918363024,-0.007490392795154399,improvement_only
0.6,0.6067901316068592,0.9,0.29606956088427583,0.0005812844234973759,0.0007930115323146469,0.006790131606859262,-0.6039304391157242,disengagement_only
0.6,0.6120035012084907,0.9,0.3041659050721149,0.0005813179882494978,0.0010523734045329858,0.012003501208490697,-0.5958340949278851,disengagement_only
0.6,0.8846125953013076,0.9,0.9147740052669509,0.0006135804471357394,0.0015648810998235146,0.28461259530130767,0.01477400526695083,improvement_only
0.6,0.5983718100135346,0.9,0.29369186141262105,0.0006278255302596205,0.000905370113160997,-0.0016281899864654115,-0.606308138587379,disengagement_only
0.6,0.8861903268939622,0.9,0.9257471434298855,0.0006354381634123828,0.0015912427248786498,0.2861903268939622,0.02574714342988549,improvement_only
0.6,0.5888660520311239,0.9,0.27849763957205875,0.0006387438080707144,0.0016651397641879034,-0.011133947968876123,-0.6215023604279413,disengagement_only
0.6,0.8744468935772135,0.9,0.8814735931265457,0.000644627482720564,0.0016849594239506938,0.2744468935772135,-0.018526406873454304,improvement_only
0.6,0.607719998033272,0.9,0.29678416573379296,0.0006455024341599578,0.0008845759304949574,0.0077199980332720575,-0.6032158342662071,disengagement_only
0.6,0.884869781400433,0.9,0.9154608541551784,0.0006564774327180984,0.0016673456776858525,0.28486978140043306,0.015460854155178394,improvement_only
0.6,0.8743930224175427,0.9,0.8723741003439841,0.000657836669360187,0.0009443698829960656,0.2743930224175427,-0.027625899656015918,improvement_only
0.6,0.6101766286714813,0.9,0.2999647758404149,0.000658084194167146,0.0009456155191287785,0.01017662867148128,-0.6000352241595851,disengagement_only
0.6,0.6109239867957886,0.9,0.30582540783403106,0.0006597438153067157,0.0017507853699720577,0.010923986795788654,-0.5941745921659689,disengagement_only
0.6,0.6137409368210079,0.9,0.3062228324412503,0.0006599381252409914,0.0012591693923548197,0.013740936821007965,-0.5937771675587498,disengagement_only
0.6,0.6054576861848406,0.9,0.30113189240284577,0.0006630182294161579,0.0015778104385379133,0.00545768618484066,-0.5988681075971543,disengagement_only
0.6,0.6023353629847968,0.9,0.2981014990524007,0.0006701921188698144,0.0013621120805765996,0.0023353629847968627,-0.6018985009475993,disengagement_only
0.6,0.874705742343618,0.9,0.872908781477726,0.000675728305804368,0.000980904367419877,0.274705742343618,-0.02709121852227403,improvement_only
0.6,0.8780826087426745,0.9,0.8997417564849012,0.0006837434545186176,0.001183334993995061,0.27808260874267454,-0.0002582435150988438,improvement_only
