scenario,cases_per_period,audit_share,estimator,replications,truth,mean_estimate,bias,rmse,empirical_sd,mean_reported_se,coverage_95,mcse_bias,mcse_coverage
exact_equivalent_disengagement,4000,0.25,delta_override,1000,-0.1764000000000001,-0.17628562250000002,0.00011437750000011315,0.004214467870473095,0.004215023563681007,0.004321320176983615,0.948,0.0001332907485251176,0.007021111023192843
mixed,250,0.1,delta_p_audit_override,1000,0.15,0.1538970808472672,0.0038970808472672397,0.056710332401632535,0.056604581445446,0.061779290300467096,0.969,0.0017899940336811545,0.005480784615363026
mixed,250,0.1,delta_e_audit_override,1000,-0.35,-0.3389714899011239,0.011028510098876112,0.13825705772483018,0.13788545381620249,0.15254513118668178,0.971,0.00436032090265156,0.005306505441436956
mixed,250,0.1,delta_p_audit_proxy,1000,0.15,0.14974935177241458,-0.00025064822758543305,0.06213455094471019,0.06216513573271969,0.06265015489469546,0.951,0.001965834199689145,0.006826346021115546
mixed,250,0.1,delta_e_audit_proxy,1000,-0.35,-0.3488669466256539,0.0011330533743460465,0.04807848776938571,0.0480891853329607,0.04820718888150752,0.955,0.0015207135647411852,0.00655553201502365
mixed,250,0.1,delta_override,1000,-0.15925,-0.1596544,-0.0004043999999999972,0.01736136798757517,0.01736534232758324,0.017462010586864352,0.945,0.0005491403410369285,0.007209368904418752
mixed,250,0.25,delta_p_audit_override,1000,0.15,0.14953244349911465,-0.0004675565008853086,0.03868330169512231,0.03869983072123424,0.039760336345994074,0.947,0.0012237961014205695,0.007084560677981384
mixed,250,0.25,delta_e_audit_override,1000,-0.35,-0.3483054858682593,0.0016945141317406044,0.1077770268630522,0.10781762741814756,0.1129010003619196,0.963,0.0034094927455676576,0.005969170796685251
mixed,250,0.25,delta_p_audit_proxy,1000,0.15,0.14890916396750875,-0.0010908360324912239,0.03922646685484151,0.03923091693432243,0.039884474699513936,0.952,0.0012405905220932917,0.006759881655768837
mixed,250,0.25,delta_e_audit_proxy,1000,-0.35,-0.353184071639316,-0.0031840716393159814,0.048551067444602775,0.0484707876463869,0.048132940081281106,0.946,0.0015327808894493472,0.0071473071852271785
mixed,250,0.25,delta_override,1000,-0.15925,-0.15900564,0.0002443600000000029,0.017535986998170362,0.017543058087958252,0.017455083624491368,0.952,0.0005547602068258658,0.006759881655768837
mixed,1000,0.1,delta_p_audit_override,1000,0.15,0.1494563645020192,-0.000543635497980806,0.030882241452136822,0.030892906454761355,0.03127088942774837,0.95,0.0009769194793956336,0.006892024376045114
mixed,1000,0.1,delta_e_audit_override,1000,-0.35,-0.35220439445887164,-0.0022043944588716847,0.07527872234152144,0.0752840911269997,0.07647612861889254,0.951,0.0023806919953699166,0.006826346021115546
mixed,1000,0.1,delta_p_audit_proxy,1000,0.15,0.14925536344870874,-0.0007446365512912429,0.03141045373860039,0.03141733867852076,0.0314160973671566,0.949,0.0009935034824503017,0.006956938982052382
