scenario,cases_per_period,audit_share,estimator,replications,truth,mean_estimate,bias,rmse,empirical_sd,mean_reported_se,coverage_95,mcse_bias,mcse_coverage
detection_drift_misspecification,1000,0.1,delta_e_audit_override,1000,0.0,-0.560176324174088,-0.560176324174088,0.562721833359317,0.05349026811356343,0.055311661137555077,0.0,0.0016915107989193864,0.0
detection_drift_misspecification,1000,0.1,delta_p_audit_proxy,1000,0.0,-0.002141739568462612,-0.002141739568462612,0.032273533361600354,0.032218503056511104,0.03321036998905062,0.964,0.0010188385245967172,0.005891010100144119
detection_drift_misspecification,1000,0.1,delta_e_audit_proxy,1000,0.0,-0.0010810100263332707,-0.0010810100263332707,0.020550050710646934,0.020531866916873868,0.020593565192763057,0.954,0.0006492746407278045,0.006624499981130654
detection_drift_misspecification,1000,0.1,delta_override,1000,-0.1620000000000001,-0.16211114,-0.00011113999999991153,0.008936260683305964,0.008940040672593588,0.008771446844319542,0.945,0.000282708908999394,0.007209368904418752
detection_drift_misspecification,1000,0.25,delta_p_audit_override,1000,0.0,2.3635363112957162e-05,2.3635363112957162e-05,0.020644625186122926,0.020654941710452096,0.02035039576321365,0.951,0.0006531666074304272,0.006826346021115546
detection_drift_misspecification,1000,0.25,delta_e_audit_override,1000,0.0,-0.5606178866699388,-0.5606178866699388,0.5622301139508116,0.04256874765777432,0.04287118076942855,0.0,0.0013461419973952475,0.0
detection_drift_misspecification,1000,0.25,delta_p_audit_proxy,1000,0.0,0.0001895767010489985,0.0001895767010489985,0.02111139291189972,0.021121104905460236,0.021007074583969304,0.953,0.0006679079820060968,0.00669260786241059
detection_drift_misspecification,1000,0.25,delta_e_audit_proxy,1000,0.0,0.0004959353179852382,0.0004959353179852382,0.021421965686821927,0.021426940421431485,0.020597722820427006,0.942,0.0006775793502045163,0.007391616873188169
detection_drift_misspecification,1000,0.25,delta_override,1000,-0.1620000000000001,-0.16237826000000002,-0.00037825999999991055,0.008713427109926376,0.008709568758575844,0.008768279385159807,0.957,0.00027542074714944834,0.006414904519944161
detection_drift_misspecification,4000,0.1,delta_p_audit_override,1000,0.0,-0.0007461663765371836,-0.0007461663765371836,0.015666040779017447,0.015656090910919428,0.015404981976470087,0.956,0.0004950890653316572,0.006485676526007139
detection_drift_misspecification,4000,0.1,delta_e_audit_override,1000,0.0,-0.5595589778655305,-0.5595589778655305,0.5602681549991384,0.028194870933704833,0.027649699158717598,0.0,0.0008916001048498557,0.0
detection_drift_misspecification,4000,0.1,delta_p_audit_proxy,1000,0.0,-0.0008237805531443611,-0.0008237805531443611,0.01689420781391112,0.01688255501764471,0.0166116074930016,0.954,0.0005338732657886145,0.006624499981130654
detection_drift_misspecification,4000,0.1,delta_e_audit_proxy,1000,0.0,0.0003435880863970197,0.0003435880863970197,0.010875741136592405,0.010875751673862632,0.010300421858878903,0.937,0.0003439214655579466,0.007683163410991592
detection_drift_misspecification,4000,0.1,delta_override,1000,-0.1620000000000001,-0.16196759,3.2410000000088894e-05,0.004334011411210175,0.0043360587992219745,0.00438624415464033,0.954,0.0001371182187395618,0.006624499981130654
detection_drift_misspecification,4000,0.25,delta_p_audit_override,1000,0.0,-0.00015110342870641553,-0.00015110342870641553,0.010052422854225253,0.010056316547149849,0.010181917223942115,0.949,0.0003180086516063358,0.006956938982052382
detection_drift_misspecification,4000,0.25,delta_e_audit_override,1000,0.0,-0.5591197112325497,-0.5591197112325497,0.559514144836905,0.021015909503408998,0.021408522550706535,0.0,0.0006645814113075061,0.0
detection_drift_misspecification,4000,0.25,delta_p_audit_proxy,1000,0.0,-0.00012288171061310057,-0.00012288171061310057,0.01040230908689841,0.010406787960760337,0.010506312869010784,0.948,0.00032909153082421656,0.007021111023192843
detection_drift_misspecification,4000,0.25,delta_e_audit_proxy,1000,0.0,0.00033516980430788593,0.00033516980430788593,0.010465012547472369,0.010464877566580405,0.01029667528785339,0.949,0.00033092848545194446,0.006956938982052382
detection_drift_misspecification,4000,0.25,delta_override,1000,-0.1620000000000001,-0.16203860750000001,-3.860749999991017e-05,0.004256981974503768,0.004258936902060123,0.004385725541512326,0.961,0.00013467941021451453,0.006122009474020767
proxy_drift_misspecification,250,0.1,delta_p_audit_override,1000,0.0,0.0018054567997417776,0.0018054567997417776,0.05877105478406718,0.05877270997336864,0.06562372483128434,0.971,0.0018585562777633897,0.005306505441436956
proxy_drift_misspecification,250,0.1,delta_e_audit_override,1000,0.0,0.004627750669759666,0.004627750669759666,0.1305651661021888,0.13054841788563784,0.15717873022268583,0.98,0.004128303454500787,0.0044271887242357325
proxy_drift_misspecification,250,0.1,delta_p_audit_proxy,1000,0.0,0.0024195540177355955,0.0024195540177355955,0.06972787508916481,0.06972075233466389,0.0663075233765417,0.936,0.0022047637755804,0.007739767438366605
proxy_drift_misspecification,250,0.1,delta_e_audit_proxy,1000,0.0,-0.2826110680339034,-0.2826110680339034,0.2869855690081911,0.049941918654879514,0.04750247767733809,0.0,0.0015793021366827193,0.0
proxy_drift_misspecification,250,0.1,delta_override,1000,0.0,0.00047023999999995183,0.00047023999999995183,0.019954842780638447,0.019959283497664404,0.019633505018757796,0.947,0.0006311679631763154,0.007084560677981384
proxy_drift_misspecification,250,0.25,delta_p_audit_override,1000,0.0,-0.0013334995093785631,-0.0013334995093785631,0.0388678783182806,0.03886443346057376,0.04206554212145892,0.967,0.0012290012970747287,0.005648982209212561
proxy_drift_misspecification,250,0.25,delta_e_audit_override,1000,0.0,-0.0044462024593905705,-0.0044462024593905705,0.09849927333828146,0.09844810898144066,0.11410675701958536,0.983,0.0031132025571783176,0.004087909000944127
proxy_drift_misspecification,250,0.25,delta_p_audit_proxy,1000,0.0,-0.001281801321970708,-0.001281801321970708,0.04096574279751723,0.040966172577126946,0.04215585253415554,0.952,0.0012954641236325103,0.006759881655768837
proxy_drift_misspecification,250,0.25,delta_e_audit_proxy,1000,0.0,-0.2821366964795367,-0.2821366964795367,0.28586161894924494,0.046020295038739,0.047475495925317586,0.0,0.0014552895091536205,0.0
proxy_drift_misspecification,250,0.25,delta_override,1000,0.0,-0.0004920800000000467,-0.0004920800000000467,0.019670659328044866,0.0196743430754129,0.019635799487620318,0.949,0.0006221573558586666,0.006956938982052382
proxy_drift_misspecification,1000,0.1,delta_p_audit_override,1000,0.0,0.0001268272826299125,0.0001268272826299125,0.03137672256904392,0.03139216625397566,0.03307855905142571,0.973,0.000992707460492389,0.005125524363418832
proxy_drift_misspecification,1000,0.1,delta_e_audit_override,1000,0.0,0.0009633436383325206,0.0009633436383325206,0.07590040317718406,0.07593226508128116,0.07967190340549309,0.96,0.0024011890555251892,0.00619677335393187
proxy_drift_misspecification,1000,0.1,delta_p_audit_proxy,1000,0.0,0.000297136564236249,0.000297136564236249,0.032155847470968064,0.0321705638996269,0.03320565021771229,0.968,0.001017322555348095,0.005565608681896351
proxy_drift_misspecification,1000,0.1,delta_e_audit_proxy,1000,0.0,-0.28037193340233557,-0.28037193340233557,0.2814025576144596,0.024074009847670014,0.023683086739506243,0.0,0.0007612870353196046,0.0
proxy_drift_misspecification,1000,0.1,delta_override,1000,0.0,0.00018763999999994976,0.00018763999999994976,0.009993494754088741,0.009996732630899605,0.00983204387145501,0.943,0.00031612444273370087,0.007331507348424336
proxy_drift_misspecification,1000,0.25,delta_p_audit_override,1000,0.0,-0.0007446294104777646,-0.0007446294104777646,0.02130733202979749,0.021304971886772855,0.020994971332906183,0.937,0.0006737223664805717,0.007683163410991592
proxy_drift_misspecification,1000,0.25,delta_e_audit_override,1000,0.0,-0.0018419231219679053,-0.0018419231219679053,0.055152666659563594,0.05514948253880535,0.05685615339155325,0.962,0.0017439797660231027,0.006046155803483734
proxy_drift_misspecification,1000,0.25,delta_p_audit_proxy,1000,0.0,-0.0007796787613886717,-0.0007796787613886717,0.021325176939095362,0.021321582549031375,0.02101055912478654,0.941,0.0006742476417423789,0.007451107300260817
proxy_drift_misspecification,1000,0.25,delta_e_audit_proxy,1000,0.0,-0.2798335998540711,-0.2798335998540711,0.2808143485140995,0.02346071459352819,0.023684165209194818,0.0,0.0007418929365070047,0.0
proxy_drift_misspecification,1000,0.25,delta_override,1000,0.0,-9.409000000004818e-05,-9.409000000004818e-05,0.009703076960428545,0.009707475709810238,0.009833010186344698,0.955,0.00030697733573760097,0.00655553201502365
proxy_drift_misspecification,4000,0.1,delta_p_audit_override,1000,0.0,0.0003068184020032221,0.0003068184020032221,0.016794515487563718,0.016800114784935153,0.016591537182282987,0.941,0.0005312662767266494,0.007451107300260817
proxy_drift_misspecification,4000,0.1,delta_e_audit_override,1000,0.0,0.00022008304759776987,0.00022008304759776987,0.04016328337105936,0.0401827767849152,0.03987350396439535,0.947,0.001270690973504699,0.007084560677981384
proxy_drift_misspecification,4000,0.1,delta_p_audit_proxy,1000,0.0,0.0003216716451682097,0.0003216716451682097,0.016794026445002712,0.016799347298564995,0.016610131731936012,0.942,0.000531242006676621,0.007391616873188169
proxy_drift_misspecification,4000,0.1,delta_e_audit_proxy,1000,0.0,-0.28102669129966135,-0.28102669129966135,0.28125261049253986,0.011276384299766974,0.011848907988764434,0.0,0.00035659058158626553,0.0
proxy_drift_misspecification,4000,0.1,delta_override,1000,0.0,-0.00011374250000004535,-0.00011374250000004535,0.00506936080721718,0.0050706205567241595,0.004918056791147847,0.939,0.0001603471010971936,0.007568289106528638
proxy_drift_misspecification,4000,0.25,delta_p_audit_override,1000,0.0,-1.2253477796440981e-05,-1.2253477796440981e-05,0.010412092545396042,0.010417295285593136,0.010504789412490912,0.961,0.0003294238016100855,0.006122009474020767
proxy_drift_misspecification,4000,0.25,delta_e_audit_override,1000,0.0,-0.00045173958444428566,-0.00045173958444428566,0.02851508268685646,0.0285257706570337,0.0284317403931393,0.954,0.0009020640728782434,0.006624499981130654
proxy_drift_misspecification,4000,0.25,delta_p_audit_proxy,1000,0.0,-1.4042065058970959e-05,-1.4042065058970959e-05,0.010418465605637769,0.010423669280898332,0.010506787198597354,0.966,0.0003296253650396819,0.005730968504537434
proxy_drift_misspecification,4000,0.25,delta_e_audit_proxy,1000,0.0,-0.2813187200693401,-0.2813187200693401,0.28158388138646545,0.012223313978620356,0.011846943614665777,0.0,0.00038653512727815023,0.0
proxy_drift_misspecification,4000,0.25,delta_override,1000,0.0,-0.00011846250000004728,-0.00011846250000004728,0.004907062090115596,0.004908086623792415,0.004918141647869546,0.948,0.0001552073268459,0.007021111023192843
